method,scale,distance,treatment,heating_condition,flake,nodule_number,nodule_sub_number,flake_number,average_curvature,standard_deviation,sheet,fuelwood,wood_density,fuelwood_key,n_source_rows
old method,20um,2,Unheated,unheated,O.N.87_B_24,87,B,24,12.10407668,16.0816396000144,old-2.0-20,none,NA,none,153
old method,20um,2,Unheated,unheated,O.N.87_B_28,87,B,28,8.992770065,11.8539324710423,old-2.0-20,none,NA,none,153
old method,20um,2,Unheated,unheated,O.N.87_B_2,87,B,2,8.445341207,9.75215506174302,old-2.0-20,none,NA,none,153
old method,20um,2,Unheated,unheated,O.N.87_B_31,87,B,31,18.02133755,21.065711348513,old-2.0-20,none,NA,none,153
old method,20um,2,Unheated,unheated,O.N.87_B_6,87,B,6,14.08524677,16.7324268591634,old-2.0-20,none,NA,none,153
old method,20um,2,Unheated,unheated,O.N.87_B_7,87,B,7,12.1151255,16.7670881708075,old-2.0-20,none,NA,none,153
old method,20um,2,F1S,sand,O_N_37_2,37,NA,2,9.80370666,18.196542809175,old-2.0-20,Searsia lucida,0.7,searsia lucida,171
old method,20um,2,F1S,sand,O_N_37_3A,37,NA,3A,4.649839111,7.911777882812091,old-2.0-20,Searsia lucida,0.7,searsia lucida,171
old method,20um,2,F1S,sand,O_N_37_4A,37,NA,4A,5.635926224,13.0028936641136,old-2.0-20,Searsia lucida,0.7,searsia lucida,171
old method,20um,2,F1S,sand,O_N_37_8A,37,NA,8A,12.00479524,16.7919600032521,old-2.0-20,Searsia lucida,0.7,searsia lucida,171
old method,20um,2,F1S,sand,O_N_37_8B,37,NA,8B,3.941661068,6.928738869416249,old-2.0-20,Searsia lucida,0.7,searsia lucida,171
old method,20um,2,F1S,sand,O_N_37_12A,37,NA,12A,6.600511945,9.365606343,old-2.0-20,Searsia lucida,0.7,searsia lucida,171
old method,20um,2,F1S,sand,O_N_37_17A,37,NA,17A,3.707973748,6.7713338281835,old-2.0-20,Searsia lucida,0.7,searsia lucida,171
old method,20um,2,F1S,sand,O_N_37_21,37,NA,21,6.88786015,15.522537002369,old-2.0-20,Searsia lucida,0.7,searsia lucida,171
old method,20um,2,F1S,sand,O_N_37_30,37,NA,30,4.506932098,8.44589668341105,old-2.0-20,Searsia lucida,0.7,searsia lucida,171
old method,20um,2,F1S,sand,O_N_37_45,37,NA,45,6.877741467,13.1348892584928,old-2.0-20,Searsia lucida,0.7,searsia lucida,171
old method,20um,2,F1S,sand,O_N_1_1,1,NA,1,8.021443896,8.40531099602151,old-2.0-20,Pterocelastrus tricuspidatus,0.65,pterocelastrus tricuspidatus,90
old method,20um,2,F1S,sand,O_N_1_6A,1,NA,6A,12.83690496,16.6461809266587,old-2.0-20,Pterocelastrus tricuspidatus,0.65,pterocelastrus tricuspidatus,90
old method,20um,2,F1S,sand,O_N_1_7A,1,NA,7A,9.039981197,11.2992745483269,old-2.0-20,Pterocelastrus tricuspidatus,0.65,pterocelastrus tricuspidatus,90
old method,20um,2,F1S,sand,O_N_1_7B,1,NA,7B,11.61200369,14.8622153845343,old-2.0-20,Pterocelastrus tricuspidatus,0.65,pterocelastrus tricuspidatus,90
old method,20um,2,F1S,sand,O_N_1_8A,1,NA,8A,11.77565249,15.781779470212,old-2.0-20,Pterocelastrus tricuspidatus,0.65,pterocelastrus tricuspidatus,90
old method,20um,2,F1S,sand,O_N_1_15A,1,NA,15A,10.96856004,13.57600981452,old-2.0-20,Pterocelastrus tricuspidatus,0.65,pterocelastrus tricuspidatus,90
old method,20um,2,F1S,sand,O_N_1_21,1,NA,21,13.47500033,17.6972673642384,old-2.0-20,Pterocelastrus tricuspidatus,0.65,pterocelastrus tricuspidatus,90
old method,20um,2,F2S,sand,O_N_31_3A,31,NA,3A,2.699620966,7.766830779483939,old-2.0-20,Searsia glauca,0.72,searsia glauca,189
old method,20um,2,F2S,sand,O_N_31_5A,31,NA,5A,3.768849183,4.98458197982423,old-2.0-20,Searsia glauca,0.72,searsia glauca,189
old method,20um,2,F2S,sand,O_N_31_8,31,NA,8,3.462964235,7.640706105696579,old-2.0-20,Searsia glauca,0.72,searsia glauca,189
old method,20um,2,F2S,sand,O_N_31_12A,31,NA,12A,6.358583535,13.1801617518721,old-2.0-20,Searsia glauca,0.72,searsia glauca,189
old method,20um,2,F2S,sand,O_N_31_12B,31,NA,12B,5.488368969,11.5207246303003,old-2.0-20,Searsia glauca,0.72,searsia glauca,189
old method,20um,2,F2S,sand,O_N_31_16,31,NA,16,8.971538069999998,19.999454426648896,old-2.0-20,Searsia glauca,0.72,searsia glauca,189
old method,20um,2,F2S,sand,O_N_31_26,31,NA,26,4.859772104,7.81437221142312,old-2.0-20,Searsia glauca,0.72,searsia glauca,189
old method,20um,2,F2S,sand,O_N_31_28,31,NA,28,2.931433053,4.44140066788575,old-2.0-20,Searsia glauca,0.72,searsia glauca,189
old method,20um,2,F2S,sand,O_N_31_32,31,NA,32,3.757639889,9.360645257085102,old-2.0-20,Searsia glauca,0.72,searsia glauca,189
old method,20um,2,F2S,sand,O_N_31_39,31,NA,39,4.268928811,6.3638804824295,old-2.0-20,Searsia glauca,0.72,searsia glauca,189
old method,20um,2,F2S,sand,O_N_31_47,31,NA,47,5.577281785,12.8961851930078,old-2.0-20,Searsia glauca,0.72,searsia glauca,189
old method,20um,2,F2S,sand,O_N_31_50,31,NA,50,6.961235424,10.96370263991,old-2.0-20,Searsia glauca,0.72,searsia glauca,189
old method,20um,2,F2S,sand,O_N_35_6,35,NA,6,10.22262358,14.7797019534112,old-2.0-20,Olea exasperata,0.75,olea exasperata,45
old method,20um,2,F2S,sand,O_N_35_28,35,NA,28,3.351002722,6.081598143,old-2.0-20,Olea exasperata,0.75,olea exasperata,45
old method,20um,2,F2S,sand,O_N_35_29,35,NA,29,3.460088924,8.310473687789049,old-2.0-20,Olea exasperata,0.75,olea exasperata,45
old method,20um,2,F2S,sand,O_N_35_31,35,NA,31,4.411741583,8.372801780999998,old-2.0-20,Olea exasperata,0.75,olea exasperata,45
old method,20um,2,F2S,sand,O_N_35_33,35,NA,33,4.267275806,7.74977437425208,old-2.0-20,Olea exasperata,0.75,olea exasperata,45
old method,20um,2,F1F,ember,O_N_38_2,38,NA,2,2.777479967,5.45104488052307,old-2.0-20,Searsia lucida,0.7,searsia lucida,171
old method,20um,2,F1F,ember,O_N_38_3,38,NA,3,2.469637655,6.11316883483202,old-2.0-20,Searsia lucida,0.7,searsia lucida,171
old method,20um,2,F1F,ember,O_N_38_9,38,NA,9,4.212489787,8.974053340999998,old-2.0-20,Searsia lucida,0.7,searsia lucida,171
old method,20um,2,F1F,ember,O_N_38_10,38,NA,10,3.644606952,5.409585524754889,old-2.0-20,Searsia lucida,0.7,searsia lucida,171
old method,20um,2,F1F,ember,O_N_38_13,38,NA,13,3.962393599,7.3668008820635,old-2.0-20,Searsia lucida,0.7,searsia lucida,171
old method,20um,2,F1F,ember,O_N_38_18,38,NA,18,7.336744677,9.73482951977029,old-2.0-20,Searsia lucida,0.7,searsia lucida,171
old method,20um,2,F1F,ember,O_N_38_20,38,NA,20,3.363961082,7.15519313190552,old-2.0-20,Searsia lucida,0.7,searsia lucida,171
old method,20um,2,F1F,ember,O_N_38_22A,38,NA,22A,3.107194835,6.16313755553743,old-2.0-20,Searsia lucida,0.7,searsia lucida,171
old method,20um,2,F1F,ember,O_N_38_25,38,NA,25,4.817292198,7.8317497752876095,old-2.0-20,Searsia lucida,0.7,searsia lucida,171
old method,20um,2,F1F,ember,O_N_54A_15,54,A,15,13.92821426,19.0897326680128,old-2.0-20,Protea susannae,0.6,protea susannae,18
old method,20um,2,F1F,ember,O_N_2_11B,2,NA,11B,2.774837969,6.57668850882602,old-2.0-20,Pterocelastrus tricuspidatus,0.65,pterocelastrus tricuspidatus,90
old method,20um,2,F1F,ember,O_N_2_11A,2,NA,11A,3.367830514,6.19744751466706,old-2.0-20,Pterocelastrus tricuspidatus,0.65,pterocelastrus tricuspidatus,90
old method,20um,2,F1F,ember,O_N_2_19,2,NA,19,5.873865792,7.71629107334822,old-2.0-20,Pterocelastrus tricuspidatus,0.65,pterocelastrus tricuspidatus,90
old method,20um,2,F1F,ember,O_N_14A_4,14,A,4,2.995357457,5.70093171887582,old-2.0-20,Protea obtusifolia,0.58,protea obtusifolia,27
old method,20um,2,F1F,ember,O_N_14A_15,14,A,15,5.129458559,11.8764876242648,old-2.0-20,Protea obtusifolia,0.58,protea obtusifolia,27
old method,20um,2,F1F,ember,O_N_54A_31,54,A,31,2.855026921,5.50272863543655,old-2.0-20,Protea susannae,0.6,protea susannae,18
old method,20um,2,F1F,ember,O_N_14A_27,14,A,27,2.656980064,7.10567066823098,old-2.0-20,Protea obtusifolia,0.58,protea obtusifolia,27
old method,20um,2,F2F,ember,O_N_32A-3,32,A,3,3.978735193,6.02283936280934,old-2.0-20,Searsia glauca,0.72,searsia glauca,189
old method,20um,2,F2F,ember,O_N_32A-21,32,A,21,6.364686771,7.9372337413892895,old-2.0-20,Searsia glauca,0.72,searsia glauca,189
old method,20um,2,F2F,ember,O_N_32A-29,32,A,29,3.570523717,6.25416632668668,old-2.0-20,Searsia glauca,0.72,searsia glauca,189
old method,20um,2,F2F,ember,O_N_32B-3,32,B,3,6.469297105,11.3140749859947,old-2.0-20,Searsia glauca,0.72,searsia glauca,189
old method,20um,2,F2F,ember,O_N_32B-7,32,B,7,4.22868709,6.86904610445521,old-2.0-20,Searsia glauca,0.72,searsia glauca,189
old method,20um,2,F2F,ember,O_N_32B-16,32,B,16,4.187534077,8.977819835554659,old-2.0-20,Searsia glauca,0.72,searsia glauca,189
old method,20um,2,F2F,ember,O_N_32C-3,32,C,3,8.853150728999998,13.6742692010554,old-2.0-20,Searsia glauca,0.72,searsia glauca,189
old method,20um,2,F2F,ember,O_N_32C-4,32,C,4,3.246917088,6.8519188724514,old-2.0-20,Searsia glauca,0.72,searsia glauca,189
old method,20um,2,F2F,ember,O_N_32C-7,32,C,7,5.010159685,9.504881341702948,old-2.0-20,Searsia glauca,0.72,searsia glauca,189
new method,10um,NA,Unheated,unheated,O.N.87_A_14,87,A,14,66.04534224,31.89765785,new-10,none,NA,none,153
new method,10um,NA,Unheated,unheated,O.N.87_A_17,87,A,17,66.10652398,45.12761337,new-10,none,NA,none,153
new method,10um,NA,Unheated,unheated,O.N.87_A_19,87,A,19,38.7413743,22.20675996,new-10,none,NA,none,153
new method,10um,NA,Unheated,unheated,O.N.87_A_22,87,A,22,54.1488041,32.90235918,new-10,none,NA,none,153
new method,10um,NA,Unheated,unheated,O.N.87_A_29,87,A,29,55.77753004,17.75889391,new-10,none,NA,none,153
new method,10um,NA,Unheated,unheated,O.N.87_A_4,87,A,4,70.83467947,31.33335793,new-10,none,NA,none,153
new method,10um,NA,Unheated,unheated,O.N.87_A_5,87,A,5,60.06734786,28.42895062,new-10,none,NA,none,153
new method,10um,NA,Unheated,unheated,O.N.87_A_9,87,A,9,71.07018668,30.71596934,new-10,none,NA,none,153
new method,10um,NA,Unheated,unheated,O.N.87_B_13,87,B,13,81.08432338999998,30.12381575,new-10,none,NA,none,153
new method,10um,NA,Unheated,unheated,O.N.87_B_19,87,B,19,61.81660604,29.4805433,new-10,none,NA,none,153
new method,10um,NA,Unheated,unheated,O.N.87_B_23,87,B,23,84.84744102,39.08035795,new-10,none,NA,none,153
new method,10um,NA,Unheated,unheated,O.N.87_B_24,87,B,24,48.80091844,28.09402421,new-10,none,NA,none,153
new method,10um,NA,Unheated,unheated,O.N.87_B_28,87,B,28,66.10130263,38.5052736,new-10,none,NA,none,153
new method,10um,NA,Unheated,unheated,O.N.87_B_2,87,B,2,63.23181634,33.15283258,new-10,none,NA,none,153
new method,10um,NA,Unheated,unheated,O.N.87_B_31,87,B,31,77.88777166,62.19828335,new-10,none,NA,none,153
new method,10um,NA,Unheated,unheated,O.N.87_B_6,87,B,6,39.26001387,29.84861608,new-10,none,NA,none,153
new method,10um,NA,Unheated,unheated,O.N.87_B_7,87,B,7,46.62281586,37.9425366,new-10,none,NA,none,153
new method,10um,NA,F1S,sand,O_N_37_2,37,NA,2,70.87044936,27.14777269,new-10,Searsia lucida,0.7,searsia lucida,171
new method,10um,NA,F1S,sand,O_N_37_3A,37,NA,3A,72.50354876999998,45.41984774,new-10,Searsia lucida,0.7,searsia lucida,171
new method,10um,NA,F1S,sand,O_N_37_4A,37,NA,4A,107.7978781,48.12259923,new-10,Searsia lucida,0.7,searsia lucida,171
new method,10um,NA,F1S,sand,O_N_37_8A,37,NA,8A,91.5260178,53.67106902,new-10,Searsia lucida,0.7,searsia lucida,171
new method,10um,NA,F1S,sand,O_N_37_8B,37,NA,8B,56.71319831,49.86493558,new-10,Searsia lucida,0.7,searsia lucida,171
new method,10um,NA,F1S,sand,O_N_37_12A,37,NA,12A,62.70520198,30.26130924,new-10,Searsia lucida,0.7,searsia lucida,171
new method,10um,NA,F1S,sand,O_N_37_17A,37,NA,17A,89.61790293999998,24.04596729,new-10,Searsia lucida,0.7,searsia lucida,171
new method,10um,NA,F1S,sand,O_N_37_21,37,NA,21,96.41729981,34.02984447,new-10,Searsia lucida,0.7,searsia lucida,171
new method,10um,NA,F1S,sand,O_N_37_30,37,NA,30,93.68662556,15.69858185,new-10,Searsia lucida,0.7,searsia lucida,171
new method,10um,NA,F1S,sand,O_N_37_45,37,NA,45,64.36269854,44.10952384,new-10,Searsia lucida,0.7,searsia lucida,171
new method,10um,NA,F1S,sand,O_N_1_1,1,NA,1,79.04723475999998,43.18002254,new-10,Pterocelastrus tricuspidatus,0.65,pterocelastrus tricuspidatus,90
new method,10um,NA,F1S,sand,O_N_1_6A,1,NA,6A,52.97139197,31.25778038,new-10,Pterocelastrus tricuspidatus,0.65,pterocelastrus tricuspidatus,90
new method,10um,NA,F1S,sand,O_N_1_7A,1,NA,7A,65.83506815,34.1931183,new-10,Pterocelastrus tricuspidatus,0.65,pterocelastrus tricuspidatus,90
new method,10um,NA,F1S,sand,O_N_1_7B,1,NA,7B,55.57084886,25.23895242,new-10,Pterocelastrus tricuspidatus,0.65,pterocelastrus tricuspidatus,90
new method,10um,NA,F1S,sand,O_N_1_8A,1,NA,8A,51.69005023,35.23492375,new-10,Pterocelastrus tricuspidatus,0.65,pterocelastrus tricuspidatus,90
new method,10um,NA,F1S,sand,O_N_1_15A,1,NA,15A,32.54692741,22.26197153,new-10,Pterocelastrus tricuspidatus,0.65,pterocelastrus tricuspidatus,90
new method,10um,NA,F1S,sand,O_N_1_21,1,NA,21,70.80647092,30.4735012,new-10,Pterocelastrus tricuspidatus,0.65,pterocelastrus tricuspidatus,90
new method,10um,NA,F2S,sand,O_N_31_3A,31,NA,3A,92.96904069,17.80284246,new-10,Searsia glauca,0.72,searsia glauca,189
new method,10um,NA,F2S,sand,O_N_31_5A,31,NA,5A,57.65108917,49.23530471,new-10,Searsia glauca,0.72,searsia glauca,189
new method,10um,NA,F2S,sand,O_N_31_8,31,NA,8,96.51461432,19.26656331,new-10,Searsia glauca,0.72,searsia glauca,189
new method,10um,NA,F2S,sand,O_N_31_12A,31,NA,12A,84.19760359,39.80278413,new-10,Searsia glauca,0.72,searsia glauca,189
new method,10um,NA,F2S,sand,O_N_31_12B,31,NA,12B,81.08757645,40.41670302,new-10,Searsia glauca,0.72,searsia glauca,189
new method,10um,NA,F2S,sand,O_N_31_16,31,NA,16,108.3717956,24.14049706,new-10,Searsia glauca,0.72,searsia glauca,189
new method,10um,NA,F2S,sand,O_N_31_26,31,NA,26,70.55858345,30.86129152,new-10,Searsia glauca,0.72,searsia glauca,189
new method,10um,NA,F2S,sand,O_N_31_28,31,NA,28,88.57922497,27.07304622,new-10,Searsia glauca,0.72,searsia glauca,189
new method,10um,NA,F2S,sand,O_N_31_32,31,NA,32,91.4201607,36.79782318,new-10,Searsia glauca,0.72,searsia glauca,189
new method,10um,NA,F2S,sand,O_N_31_39,31,NA,39,78.19616632999998,22.69325319,new-10,Searsia glauca,0.72,searsia glauca,189
new method,10um,NA,F2S,sand,O_N_31_47,31,NA,47,89.36492172,34.45631715,new-10,Searsia glauca,0.72,searsia glauca,189
new method,10um,NA,F2S,sand,O_N_31_50,31,NA,50,62.78573357,31.0975628,new-10,Searsia glauca,0.72,searsia glauca,189
new method,10um,NA,F2S,sand,O_N_35_6,35,NA,6,91.0723653,33.86254912,new-10,Olea exasperata,0.75,olea exasperata,45
new method,10um,NA,F2S,sand,O_N_35_28,35,NA,28,106.0728296,31.72103758,new-10,Olea exasperata,0.75,olea exasperata,45
new method,10um,NA,F2S,sand,O_N_35_29,35,NA,29,81.00480485999998,15.06529606,new-10,Olea exasperata,0.75,olea exasperata,45
new method,10um,NA,F2S,sand,O_N_35_31,35,NA,31,39.14062733,30.41958538,new-10,Olea exasperata,0.75,olea exasperata,45
new method,10um,NA,F2S,sand,O_N_35_33,35,NA,33,26.97098301,23.17437881,new-10,Olea exasperata,0.75,olea exasperata,45
new method,10um,NA,F1F,ember,O_N_38_2,38,NA,2,80.23544076,38.86355595,new-10,Searsia lucida,0.7,searsia lucida,171
new method,10um,NA,F1F,ember,O_N_38_3,38,NA,3,99.03220864,33.38429517,new-10,Searsia lucida,0.7,searsia lucida,171
new method,10um,NA,F1F,ember,O_N_38_9,38,NA,9,115.2321151,106.6240642,new-10,Searsia lucida,0.7,searsia lucida,171
new method,10um,NA,F1F,ember,O_N_38_10,38,NA,10,81.48656208,23.18515307,new-10,Searsia lucida,0.7,searsia lucida,171
new method,10um,NA,F1F,ember,O_N_38_13,38,NA,13,120.942142,64.46226235,new-10,Searsia lucida,0.7,searsia lucida,171
new method,10um,NA,F1F,ember,O_N_38_18,38,NA,18,84.77021392,26.78950352,new-10,Searsia lucida,0.7,searsia lucida,171
new method,10um,NA,F1F,ember,O_N_38_20,38,NA,20,101.2014068,20.8071997,new-10,Searsia lucida,0.7,searsia lucida,171
new method,10um,NA,F1F,ember,O_N_38_22A,38,NA,22A,79.85996145,28.04203305,new-10,Searsia lucida,0.7,searsia lucida,171
new method,10um,NA,F1F,ember,O_N_38_25,38,NA,25,85.99281731,13.99414152,new-10,Searsia lucida,0.7,searsia lucida,171
new method,10um,NA,F1F,ember,O_N_54A_15,54,A,15,86.61449670999998,31.87454837,new-10,Protea susannae,0.6,protea susannae,18
new method,10um,NA,F1F,ember,O_N_2_11B,2,NA,11B,83.39515747,20.36442077,new-10,Pterocelastrus tricuspidatus,0.65,pterocelastrus tricuspidatus,90
new method,10um,NA,F1F,ember,O_N_2_11A,2,NA,11A,86.18476676999998,29.8670619,new-10,Pterocelastrus tricuspidatus,0.65,pterocelastrus tricuspidatus,90
new method,10um,NA,F1F,ember,O_N_2_19,2,NA,19,73.57711587999998,6.385226306,new-10,Pterocelastrus tricuspidatus,0.65,pterocelastrus tricuspidatus,90
new method,10um,NA,F1F,ember,O_N_14A_4,14,A,4,108.2712987,53.41231983,new-10,Protea obtusifolia,0.58,protea obtusifolia,27
new method,10um,NA,F1F,ember,O_N_14A_15,14,A,15,89.87437776,18.84568329,new-10,Protea obtusifolia,0.58,protea obtusifolia,27
new method,10um,NA,F1F,ember,O_N_54A_31,54,A,31,95.78246589,44.05151083,new-10,Protea susannae,0.6,protea susannae,18
new method,10um,NA,F1F,ember,O_N_14A_27,14,A,27,97.53687231,32.73718334,new-10,Protea obtusifolia,0.58,protea obtusifolia,27
new method,10um,NA,F2F,ember,O_N_32A-3,32,A,3,81.66273826,24.11933452,new-10,Searsia glauca,0.72,searsia glauca,189
new method,10um,NA,F2F,ember,O_N_32A-21,32,A,21,82.57902760999998,41.11754379,new-10,Searsia glauca,0.72,searsia glauca,189
new method,10um,NA,F2F,ember,O_N_32A-29,32,A,29,77.80928693,31.15184908,new-10,Searsia glauca,0.72,searsia glauca,189
new method,10um,NA,F2F,ember,O_N_32B-3,32,B,3,89.8972921,24.58089458,new-10,Searsia glauca,0.72,searsia glauca,189
new method,10um,NA,F2F,ember,O_N_32B-7,32,B,7,89.88458013999998,30.03109545,new-10,Searsia glauca,0.72,searsia glauca,189
new method,10um,NA,F2F,ember,O_N_32B-16,32,B,16,127.1359391,127.1912741,new-10,Searsia glauca,0.72,searsia glauca,189
new method,10um,NA,F2F,ember,O_N_32C-3,32,C,3,70.76353669,21.94533891,new-10,Searsia glauca,0.72,searsia glauca,189
new method,10um,NA,F2F,ember,O_N_32C-4,32,C,4,73.166763220000007,28.63572285,new-10,Searsia glauca,0.72,searsia glauca,189
new method,10um,NA,F2F,ember,O_N_32C-7,32,C,7,107.9093693,99.42100404,new-10,Searsia glauca,0.72,searsia glauca,189
new method,20um,NA,Unheated,unheated,O.N.87_A_14,87,A,14,54.7940956,22.97612625,new-20,none,NA,none,153
new method,20um,NA,Unheated,unheated,O.N.87_A_17,87,A,17,43.46207686,26.55218235,new-20,none,NA,none,153
new method,20um,NA,Unheated,unheated,O.N.87_A_19,87,A,19,31.63594344,22.58431695,new-20,none,NA,none,153
new method,20um,NA,Unheated,unheated,O.N.87_A_22,87,A,22,42.39759871,29.78018397,new-20,none,NA,none,153
new method,20um,NA,Unheated,unheated,O.N.87_A_29,87,A,29,44.95905251,22.2689491,new-20,none,NA,none,153
new method,20um,NA,Unheated,unheated,O.N.87_A_4,87,A,4,49.68188768,25.83708832,new-20,none,NA,none,153
new method,20um,NA,Unheated,unheated,O.N.87_A_5,87,A,5,43.21274906,21.22589219,new-20,none,NA,none,153
new method,20um,NA,Unheated,unheated,O.N.87_A_9,87,A,9,55.37438878,23.21309619,new-20,none,NA,none,153
new method,20um,NA,Unheated,unheated,O.N.87_B_13,87,B,13,66.25044267,20.34759025,new-20,none,NA,none,153
new method,20um,NA,Unheated,unheated,O.N.87_B_19,87,B,19,50.45721817,22.09846353,new-20,none,NA,none,153
new method,20um,NA,Unheated,unheated,O.N.87_B_23,87,B,23,67.65719007,32.34598419,new-20,none,NA,none,153
new method,20um,NA,Unheated,unheated,O.N.87_B_24,87,B,24,41.99800884,20.2610669,new-20,none,NA,none,153
new method,20um,NA,Unheated,unheated,O.N.87_B_28,87,B,28,44.53408219,26.97838902,new-20,none,NA,none,153
new method,20um,NA,Unheated,unheated,O.N.87_B_2,87,B,2,48.36805639,20.02215422,new-20,none,NA,none,153
new method,20um,NA,Unheated,unheated,O.N.87_B_31,87,B,31,72.68328633999998,63.61933133,new-20,none,NA,none,153
new method,20um,NA,Unheated,unheated,O.N.87_B_6,87,B,6,35.81415261,22.33897461,new-20,none,NA,none,153
new method,20um,NA,Unheated,unheated,O.N.87_B_7,87,B,7,37.88032026,29.15673814,new-20,none,NA,none,153
new method,20um,NA,F1S,sand,O_N_37_2,37,NA,2,55.82625345,24.16377464,new-20,Searsia lucida,0.7,searsia lucida,171
new method,20um,NA,F1S,sand,O_N_37_3A,37,NA,3A,62.77332305,34.01587336,new-20,Searsia lucida,0.7,searsia lucida,171
new method,20um,NA,F1S,sand,O_N_37_4A,37,NA,4A,79.58348445,22.43541728,new-20,Searsia lucida,0.7,searsia lucida,171
new method,20um,NA,F1S,sand,O_N_37_8A,37,NA,8A,60.24799405,22.78507994,new-20,Searsia lucida,0.7,searsia lucida,171
new method,20um,NA,F1S,sand,O_N_37_8B,37,NA,8B,37.7467164,29.89431917,new-20,Searsia lucida,0.7,searsia lucida,171
new method,20um,NA,F1S,sand,O_N_37_12A,37,NA,12A,48.07080974,20.85769836,new-20,Searsia lucida,0.7,searsia lucida,171
new method,20um,NA,F1S,sand,O_N_37_17A,37,NA,17A,68.42793099,18.00716261,new-20,Searsia lucida,0.7,searsia lucida,171
new method,20um,NA,F1S,sand,O_N_37_21,37,NA,21,77.13571254,27.85231304,new-20,Searsia lucida,0.7,searsia lucida,171
new method,20um,NA,F1S,sand,O_N_37_30,37,NA,30,65.96876142,11.12393383,new-20,Searsia lucida,0.7,searsia lucida,171
new method,20um,NA,F1S,sand,O_N_37_45,37,NA,45,61.69349722,47.00270949,new-20,Searsia lucida,0.7,searsia lucida,171
new method,20um,NA,F1S,sand,O_N_1_1,1,NA,1,53.96641386,27.6899805,new-20,Pterocelastrus tricuspidatus,0.65,pterocelastrus tricuspidatus,90
new method,20um,NA,F1S,sand,O_N_1_6A,1,NA,6A,41.78958205,22.42253895,new-20,Pterocelastrus tricuspidatus,0.65,pterocelastrus tricuspidatus,90
new method,20um,NA,F1S,sand,O_N_1_7A,1,NA,7A,52.84810733,32.71809063,new-20,Pterocelastrus tricuspidatus,0.65,pterocelastrus tricuspidatus,90
new method,20um,NA,F1S,sand,O_N_1_7B,1,NA,7B,39.4665,17.56797198,new-20,Pterocelastrus tricuspidatus,0.65,pterocelastrus tricuspidatus,90
new method,20um,NA,F1S,sand,O_N_1_8A,1,NA,8A,45.52412803,23.71601563,new-20,Pterocelastrus tricuspidatus,0.65,pterocelastrus tricuspidatus,90
new method,20um,NA,F1S,sand,O_N_1_15A,1,NA,15A,25.85408456,20.99592596,new-20,Pterocelastrus tricuspidatus,0.65,pterocelastrus tricuspidatus,90
new method,20um,NA,F1S,sand,O_N_1_21,1,NA,21,55.31779809,24.35041854,new-20,Pterocelastrus tricuspidatus,0.65,pterocelastrus tricuspidatus,90
new method,20um,NA,F2S,sand,O_N_31_3A,31,NA,3A,71.67646572,12.83180475,new-20,Searsia glauca,0.72,searsia glauca,189
new method,20um,NA,F2S,sand,O_N_31_5A,31,NA,5A,44.83965682,22.68583408,new-20,Searsia glauca,0.72,searsia glauca,189
new method,20um,NA,F2S,sand,O_N_31_8,31,NA,8,72.24135914,9.847366033,new-20,Searsia glauca,0.72,searsia glauca,189
new method,20um,NA,F2S,sand,O_N_31_12A,31,NA,12A,62.54665928,22.30612071,new-20,Searsia glauca,0.72,searsia glauca,189
new method,20um,NA,F2S,sand,O_N_31_12B,31,NA,12B,67.20119106,23.2186652,new-20,Searsia glauca,0.72,searsia glauca,189
new method,20um,NA,F2S,sand,O_N_31_16,31,NA,16,81.77867969,23.30717751,new-20,Searsia glauca,0.72,searsia glauca,189
new method,20um,NA,F2S,sand,O_N_31_26,31,NA,26,53.9891897,19.19428381,new-20,Searsia glauca,0.72,searsia glauca,189
new method,20um,NA,F2S,sand,O_N_31_28,31,NA,28,65.66540031,22.15250764,new-20,Searsia glauca,0.72,searsia glauca,189
new method,20um,NA,F2S,sand,O_N_31_32,31,NA,32,69.6152323,34.01421498,new-20,Searsia glauca,0.72,searsia glauca,189
new method,20um,NA,F2S,sand,O_N_31_39,31,NA,39,61.18156854,11.38981258,new-20,Searsia glauca,0.72,searsia glauca,189
new method,20um,NA,F2S,sand,O_N_31_47,31,NA,47,65.33954283,17.30223254,new-20,Searsia glauca,0.72,searsia glauca,189
new method,20um,NA,F2S,sand,O_N_31_50,31,NA,50,46.3186353,24.12025691,new-20,Searsia glauca,0.72,searsia glauca,189
new method,20um,NA,F2S,sand,O_N_35_6,35,NA,6,67.81219263,34.69315464,new-20,Olea exasperata,0.75,olea exasperata,45
new method,20um,NA,F2S,sand,O_N_35_28,35,NA,28,84.93096160999998,24.28239331,new-20,Olea exasperata,0.75,olea exasperata,45
new method,20um,NA,F2S,sand,O_N_35_29,35,NA,29,61.42154834,11.95041262,new-20,Olea exasperata,0.75,olea exasperata,45
new method,20um,NA,F2S,sand,O_N_35_31,35,NA,31,33.6750165,20.42489448,new-20,Olea exasperata,0.75,olea exasperata,45
new method,20um,NA,F2S,sand,O_N_35_33,35,NA,33,20.46757803,17.58768378,new-20,Olea exasperata,0.75,olea exasperata,45
new method,20um,NA,F1F,ember,O_N_38_2,38,NA,2,64.82374819,23.33976716,new-20,Searsia lucida,0.7,searsia lucida,171
new method,20um,NA,F1F,ember,O_N_38_3,38,NA,3,77.79191661,23.43734417,new-20,Searsia lucida,0.7,searsia lucida,171
